KEY,en,notes,sp,fr,de,it,pt-br
ENEMY_CAVEMAN_NAME,Caveman,,Cavernícola,Homme des cavernes,Höhlenmensch,Cavernicolo,Homem das Cavernas
ENEMY_CAVEMAN_DESC,"Has a multi-hit melee attack.
Hates Cats!",,"Lanza un ataque cuerpo a cuerpo que golpea varias veces.
¡Odia los gatos!","Attaque multiple au corps-à-corps.
A horreur des chats&nbsp;!","Hat einen mehrfach treffenden Nahkampfangriff.
Hasst Katzen!","Possiede un attacco corpo a corpo multiplo.
Odia i gatti!","Possui um ataque corpo-a-corpo multigolpes.
Odeia gatos!"
ENEMY_CAVEBABY_NAME,Caveman Baby,,Bebé cavernícola,Bébé des cavernes,Höhlenbaby,Bebè Cavernicolo,Bebê Homem das Cavernas
ENEMY_CAVEBABY_DESC,Has a melee attack with Lifesteal. Seeks food. Will grow up when it reaches full health.,,Lanza un ataque cuerpo a cuerpo con robavida. Busca comida. Crece cuando tiene la salud al completo.,Son attaque au corps-à-corps inflige Vol de vie. Cherche de la nourriture. Grandit quand il atteint ses PV max.,"Hat einen Nahkampfangriff, der Leben absaugt. Ist auf Futtersuche. Wird erwachsen, wenn es volle LP erreicht.",Possiede un attacco corpo a corpo con Rubavita. Cerca cibo. Cresce una volta raggiunta la salute massima.,Possui um ataque corpo-a-corpo com roubo de vida. Busca comida. Cresce ao atingir a saúde total.
ENEMY_CAVEMANMAN_NAME,Caveman Man,,Cavernícola macho,Homme des cavernes,Höhlenmann,Uomo Cavernicolo,Homem das Cavernas Homem
ENEMY_CAVEMANMAN_DESC,"Has a multi-hit melee attack. Will attempt to pick up spears.
Hates Cats!",,"Lanza un ataque cuerpo a cuerpo que golpea varias veces. Intenta recoger lanzas.
¡Odia los gatos!","Attaque multiple au corps-à-corps. Tente de ramasser des lances.
A horreur des chats&nbsp;!","Hat einen mehrfach treffenden Nahkampfangriff. Wird versuchen, Speere zu sammeln.
Hasst Katzen!","Possiede un attacco corpo a corpo multiplo. Cerca di raccogliere le lance.
Odia i gatti!","Possui um ataque corpo-a-corpo multigolpes. Tenta pegar lanças.
Odeia gatos!"
ENEMY_SPEARCAVEMAN_NAME,Caveman Man,,Cavernícola macho,Homme des cavernes,Höhlenmann,Uomo Cavernicolo,Homem Homem das Cavernas
ENEMY_SPEARCAVEMAN_DESC,"Can throw its spear to inflict Stun.
Hates Cats!",,"Arroja la lanza para aturdir.
¡Odia los gatos!","Peut lancer sa lance pour infliger Étourdissement.
A horreur des chats&nbsp;!","Kann seinen Speer werfen, um Betäubung zu verursachen.
Hasst Katzen!","Può lanciare la sua lancia per infliggere Stordimento.
Odia i gatti!","Pode jogar sua lança para aplicar atordoamento.
Odeia gatos!
"
ENEMY_CAVEMANWOMAN_NAME,Caveman Woman,,Cavernícola hembra,Femme des cavernes,Höhlenfrau,Donna Cavernicola,Mulher Homem das Cavernas
ENEMY_CAVEMANWOMAN_DESC,"Will use cats as weapons.
Pregnant!",,"Usa los gatos a modo de arma.
¡Está embarazada!","Utilise les chats comme des armes.
Enceinte&nbsp;!","Benutzt Katzen als Waffe.
Sie ist schwanger!","Usa i gatti come armi.
Incinta!","Usa gatos como armas.
Grávida!"
ENEMY_CAVEMANWOMAN2_NAME,Caveman Woman,,Cavernícola hembra,Femme des cavernes,Höhlenfrau,Donna Cavernicola,Mulher Homem das Cavernas
ENEMY_CAVEMANWOMAN2_DESC,"Will use cats as weapons.
Pregnant!",,"Usa los gatos a modo de arma.
¡Está embarazada!","Utilise les chats comme des armes.
Enceinte&nbsp;!","Benutzt Katzen als Waffe.
Sie ist schwanger!","Usa i gatti come armi.
Incinta!","Usa gatos como armas.
Grávida!"
ENEMY_WEREMAN_NAME,Wereman,,Hombre lobo,Homme-garou,Wermensch,Uomo Mannaro,Cavernoso
ENEMY_WEREMAN_DESC,"Has a multi-hit melee attack.
Will jump-attack units in range.
Hates Cavemen!",,"Lanza un ataque cuerpo a cuerpo que golpea varias veces.
Salta y ataca a las unidades que tiene al alcance.
¡Odia a los cavernícolas!","Attaque multiple au corps-à-corps.
Tente une attaque sautée sur les unités à portée.
A horreur des hommes des cavernes&nbsp;!","Hat einen mehrfach treffenden Nahkampfangriff.
Springt Einheiten in Reichweite an.
Hasst Höhlenmenschen!","Possiede un attacco corpo a corpo multiplo.
Esegue un attacco in salto contro le unità all'interno del suo raggio.
Odia i Cavernicoli!","Possui um ataque corpo-a-corpo multigolpes.
Realiza um ataque de salto contra unidades dentro do alcance.
Odeia homens das cavernas!"
ENEMY_CAVEMANCHIEF_NAME,Caveman Chief,,Jefe cavernícola,Chef des cavernes,Höhlenhäuptling,Capo Cavernicolo,Chefe Homem das Cavernas
ENEMY_CAVEMANCHIEF_DESC,"Its melee attack inflicts Stun.
Goes for killing blows against enemies with 10 or fewer HP.
Buffs its humanoid allies.
Hates Cats!",,"Su ataque cuerpo a cuerpo inflige aturdimiento.
Asesta golpes letales a los enemigos con 10 PS o menos.
Otorga ventajas a los aliados humanoides.
¡Odia los gatos!","Son attaque au corps-à-corps inflige Étourdissement.
Achève les ennemis avec 10&nbsp;PV ou moins, en priorité.
Confère un bonus à ses alliés humanoïdes.
A horreur des chats&nbsp;!","Sein Nahkampfangriff verursacht Betäubung.
Tötet bevorzugt Gegner mit 10 oder weniger LP.
Stärkt seine menschlichen Verbündeten.
Hasst Katzen!","Il suo attacco corpo a corpo infligge Stordimento.
Cerca di effettuare colpi letali contro i nemici con 10 o meno PS.
Potenzia i suoi alleati umanoidi.
Odia i gatti!","Seu ataque corpo-a-corpo aplica atordoamento. Busca golpes finais contra inimigos com 10 ou menos PV.
Aplica fortalecimentos em aliados humanoides.
Odeia gatos!"
ENEMY_YETI_NAME,Yeti,,Yeti,Yéti,Yeti,Yeti,Yeti
ENEMY_YETI_DESC,Has a triple-hit melee attack and a close-range Freeze attack.,,Lanza un ataque cuerpo a cuerpo que golpea tres veces y un ataque a corta distancia que inflige congelación.,Dispose d'une attaque triple au corps-à-corps et une attaque à courte portée qui inflige Gel.,"Hat einen dreifach treffenden Nahkampfangriff und einen Nahkampfangriff, der Frost verursacht.",Possiede un attacco corpo a corpo da tre colpi e un attacco ravvicinato di tipo congelante.,Possui um ataque corpo-a-corpo triplo e um ataque de curta distância de congelamento.
ENEMY_FUZZER_NAME,Fuzzer,,Blandiflop,Duvet,Wolli,Pelosone,Penugeiro
ENEMY_FUZZER_DESC,"Melee attacker that inflicts Confusion, then runs away. Units that contact this gain Confusion.
Heals whenever an enemy damages itself with Confusion.",,"Este atacante cuerpo a cuerpo inflige confusión y luego huye. Las unidades que entran en contacto reciben confusión.
Recupera PS cuando un enemigo se autoinflige daño con confusión.","Attaquant au corps-à-corps qui inflige Confusion, puis s'enfuit. Les unités qui entrent en contact avec subissent Confusion.
Se soigne chaque fois qu'un ennemi subit des dégâts à cause de Confusion.","Nahkämpfer, der Verwirrung verursacht und anschließend wegrennt. Einheiten, die ihn berühren, erleiden Verwirrung.
Heilt sich immer, wenn ein Gegner sich durch Verwirrung selbst verletzt.","Specialista del corpo a corpo che infligge Confusione per poi fuggire. Le unità che vi entrano in contatto ottengono Confusione.
Cura tutti gli alleati che si auto-infliggono danno a causa di Confusione.","Agressor corpo-a-corpo que aplica confusão e foge. Unidades que entram em contato sofrem confusão.
Cura-se sempre que um inimigo causa dano a si mesmo com a confusão."
ENEMY_WOOLYMAMMOTH_NAME,Wooly Mammoth,,Mamut lanudo,Mammouth laineux,Wollhaarmammut,Mammut Lanoso,Mamute Lanoso
ENEMY_WOOLYMAMMOTH_DESC,"Has a melee attack that knocks units into the air, and a dash attack.
Will Bruise and Knockback adjacent units at the start of its turn.
Trample.",,"Su ataque cuerpo a cuerpo lanza a las unidades por los aires. También lanza ataques relámpago.
Inflige moratón y retroceso a las unidades adyacentes al inicio del turno.
Pisotón.","Son attaque au corps-à-corps projette les unités en l'air. Dispose aussi d'une attaque impulsée.
Inflige Contusion et Recul aux unités adjacentes au début de son tour.
Piétinement.","Hat einen Nahkampfangriff, der Einheiten in die Luft stößt, und einen Ansturmangriff.
Verursacht am Anfang seines Zuges Beulen und Rückstoß bei benachbarten Einheiten.
Trampel.","Possiede un attacco corpo a corpo che lancia tutte le unità in aria, e un attacco in scatto.
Infligge Livido e Contraccolpo a tutte le unità adiacenti all'inizio del suo turno.
Calpestamento.","Possui um ataque corpo-a-corpo que lança unidades no ar e um ataque de impulso.
Aplica contusão e empurra unidades adjacentes no início de seu turno.
Atropelamento."
ENEMY_BUNGACHAMP_NAME,Bunga's Champion,,Adalid de Bunga,Champion de Bunga,Bungas Champion,Campione di Bunga,Campeão de Bunga
ENEMY_BUNGACHAMP_DESC,One of Lord Bunga's top guys!,,¡Es uno de los mejores hombres del Jefe Bunga!,L'un des meilleurs éléments de Seigneur Bunga&nbsp;!,Einer der besten Krieger von Lord Bunga!,Uno dei migliori uomini di Lord Bunga!,Um dos prediletos de Lorde Bunga!
ENEMY_TREX_NAME,T-Rex,,Tiranosaurio rex,Tyrannosaure,T-Rex,T-Rex,T-Rex
ENEMY_TREX_DESC,"Will seek out the last unit that damaged it and attempt to eat it.
Will stomp and inflict Immobile on adjacent units at the end of its turn.
Trample.",,"Busca a la última unidad que le ha infligido daño para zampársela.
Pisotea e inmoviliza a las unidades adyacentes al final del turno.
Pisotón.","Cherche la dernière unité qui l'a blessé et tente de la dévorer.
Piétine et inflige Immobilisation aux unités adjacentes à la fin de son tour.
Piétinement.","Sucht die letzte Einheit, die ihm Schaden zugefügt hat und versucht sie zu fressen.
Tritt benachbarte Einheiten am Ende seines Zuges und macht sie bewegungsunfähig.
Trampel.","Dà la caccia all'ultima unità che gli ha inflitto danno e cerca di mangiarla.
Carica e infligge Immobilizzazione alle unità adiacenti alla fine del suo turno.
Calpestamento.","Busca a última unidade que lhe causou dano e tenta comê-la.
Realiza um pisão e aplica imobilidade em unidades adjacentes no final de seu turno.
Atropelamento."
ENEMY_STEGOSAURUS_NAME,Stegosaurus,,Estegosaurio,Stégosaure,Stegosaurus,Stegosauro,Estegossauro
ENEMY_STEGOSAURUS_DESC,"Does a spin attack at the start of its turn.
Will seek grass to consume.
Will counterattack units that attack it from behind.
Trample.",,"Lanza un ataque giratorio al inicio del turno.
Busca hierba para comérsela.
Contrataca a las unidades que lo atacan por la espalda.
Pisotón.","Effectue une attaque tournoyante au début de son tour.
Cherche de l'herbe à consommer.
Contre-attaque les unités qui l'attaquent par derrière.
Piétinement.","Führt am Anfang seines Zuges einen Wirbelangriff aus.
Sucht nach Gras zum Fressen.
Kontert Einheiten, die ihn von hinten angreifen.
Trampel.","Esegue un attacco rotante all'inizio del suo turno.
Cerca erba da consumare.
Contrattacca le unità che lo attaccano da dietro.
Calpestamento.","Realiza um ataque giratório no início de seu turno.
Busca grama para consumir.
Contra-ataca unidades que o atacam por trás.
Atropelamento."
ENEMY_TRICERATOPS_NAME,Triceratops,,Tricerátops,Tricératops,Triceratops,Triceratopo,Tricerátops
ENEMY_TRICERATOPS_DESC,"Has a dash attack.
Counterattacks units that damage it and flings them backwards.
Trample.",,"Lanza un ataque relámpago.
Contrataca a las unidades que le infligen daño y las lanza hacia atrás.
Pisotón.","Dispose d'une attaque impulsée.
Contre-attaque les unités qui le touchent et les projette en arrière.
Piétinement.","Hat einen Ansturmangriff.
Kontert Einheiten, die ihm Schaden zufügen und schleudert sie zurück.
Trampel.","Possiede un attacco in scatto.
Contrattacca le unità che gli infliggono danno e le scaglia all'indietro.
Calpestamento.","Possui um ataque de impulso.
Contra-ataca unidades que lhe causam dano e as joga para trás.
Atropelamento."
ENEMY_PTERODACTYL_NAME,Pterodactyl,,Pterodáctilo,Ptérodactyle,Pterodactylus,Pterodattilo,Pterodáctilo
ENEMY_PTERODACTYL_DESC,"Will pick up cats and peck them.
Flying.",,"Recoge gatos y les arrea picotazos.
Vuela.","Attrape les chats et les picore.
Vol.","Hebt Katzen auf und greift sie mit seinem Schnabel an.
Fliegt.","Raccoglie i gatti e li becca.
Vola.","Captura gatos e ataca com bicadas.
Voador."
ENEMY_PREHISTORICPOOTER_NAME,Prehistoric Pooter,,Moscón prehistórico,Mouche préhistorique,Prähistorischer Pupser,Puzzone Preistorico,Pooter Pré-Histórico
ENEMY_PREHISTORICPOOTER_DESC,"Its ranged attack inflicts Stun.
Flying.",,"Su ataque a distancia inflige aturdimiento.
Vuela.","Son attaque à distance inflige Étourdissement.
Vol.","Sein Fernkampfangriff verursacht Betäubung.
Fliegt.","Il suo attacco a distanza infligge Stordimento.
Vola.","Seu ataque à distância aplica atordoamento.
Voador."
ENEMY_DINONEST_NAME,Dino Nest,,Dinonido,Nid de dino,Dinosauriernest,Nido di Dinosauro,Ninho de Dinossauros
ENEMY_DINONEST_DESC,Spawns baby Raptors.,,Genera crías de velocirraptores.,Invoque des bébés raptors.,Lässt Babyraptoren erscheinen.,Genera piccoli di Raptor.,Gera raptores bebês.
ENEMY_FATMAN_NAME,Überman,"enemies in the ""nazi robot future"" area have Germanglish names (german-english nonsense). These either shouldnt be translated, or you can hybridize them swapping the other language for the english portions (Ex, Überhombre). I'll comment the pun in the notes field",Übermacho,Übermonsieur,Übermann,Überuomo,Überhomem
ENEMY_FATMAN_DESC,"Melee attacker with Knockback.
Reflects projectiles. Units that contact it get knocked back.
Trample.",,"Atacante cuerpo a cuerpo con retroceso.
Devuelve los proyectiles. Las unidades que entran en contacto retroceden.
Pisotón.","Attaque au corps-à-corps avec Recul.
Renvoie les projectiles. Les unités qui le touchent sont repoussées.
Piétinement.","Nahkämpfer mit Rückstoß.
Reflektiert Geschosse. Einheiten, die ihn berühren, werden zurückgestoßen.
Trampel.","Specialista del corpo a corpo con Contraccolpo.
Riflette i proiettili. Le unità che vi entrano in contatto vengono respinte.
Calpestamento.","Agressor corpo-a-corpo com empurrão.
Reflete projéteis. Unidades que entram em contato são empurradas para trás.
Atropelamento."
ENEMY_FATWOMAN_NAME,Überwoman,,Überhembra,Überdame,Überfrau,Überdonna,Übermulher
ENEMY_SCHUTZBOT_NAME,Schutzbot,"(""Shoots Bot"" cause he shoots stuff)",Schutzbot,Schutzbot,Schutzbot,Sparabotten,Schutzbot
ENEMY_SCHUTZBOT_DESC,"Ranged attacker with limited ammo.
Shoots at enemies that damage its allies.
Expends the rest of its ammo and reloads at the end of its turn.
Backflips one attack per turn.",,"Atacante a distancia con munición limitada.
Dispara a los enemigos que infligen daño a sus aliados.
Gasta el resto de la munición y recarga al final del turno.
Realiza un mortal hacia atrás en un ataque por turno.","Attaque à distance avec des munitions limitées.
Tire sur les ennemis qui infligent des dégâts à ses alliés.
Dépense le reste de ses munitions et recharge à la fin de son tour.
Effectue un Salto arrière pour esquiver une attaque par tour.","Fernkämpfer mit begrenzter Munition.
Schießt auf Gegner, die seinen Verbündeten Schaden zufügen.
Verbraucht am Ende des Zuges den Rest seiner Munition und lädt nach.
Führt bei einem Angriff pro Zug einen Rückwärtssalto aus.","Specialista dell'attacco a distanza con munizioni limitate.
Spara ai nemici che infliggono danno ai suoi alleati.
Alla fine del suo turno consuma il resto delle munizioni e ricarica.
Schiva con un salto mortale all'indietro un attacco per turno.","Agressor corpo-a-corpo com munição limitada.
Dispara contra inimigos que causam dano a seus aliados.
Gasta o resto de sua munição e recarrega no final de seu turno.
Realiza um ataque com mortal para trás por turno."
ENEMY_HANGERBOT_NAME,Hängenbot,"(""Hanger Bot"")",Hängenbot,Hängenbot,Hängerbot,Bot Pendenten,Hängenbot
ENEMY_HANGERBOT_DESC,"Its melee attack inflicts Short Circuit.
Retracts when damaged.
Spawns Invaders.",,"Su ataque cuerpo a cuerpo inflige cortocircuito.
Se retira al sufrir daño.
Genera invasores.","Son attaque au corps-à-corps inflige Court-circuit.
Se rétracte quand il subit des dégâts.
Invoque des envahisseurs.","Sein Nahkampfangriff verursacht Kurzschluss.
Zieht sich zurück, wenn er Schaden erleidet.
Lässt Eindringlinge erscheinen.","Il suo attacco corpo a corpo infligge Corto Circuito.
Si ritrae quando subisce danno.
Genera Invasori.","Seu ataque corpo-a-corpo aplica curto-circuito.
Retrai ao sofrer dano.
Gera invasores."
